,east_longitude,north_latitude
0,121.47717,31.209809999999997
1,121.48488,31.1612
2,121.459404,31.172802
3,121.485336,31.211009999999998
4,121.54458600000001,31.143172999999997
5,121.400398,31.123075
6,121.424922,31.214648999999998
7,121.44896000000001,31.232570000000003
8,121.52753,31.33393
9,121.39985,31.291009999999996
10,121.37788,31.16297
11,121.5069,31.22686
12,121.31603,31.231690000000004
13,121.536277,31.191974
14,121.34188799999998,31.079493
15,121.5407,31.040097999999997
16,121.49206000000001,31.198159999999998
17,121.36101000000001,31.139459999999996
18,121.57812,31.23958
19,121.44702,31.39113
20,121.45433899999999,31.169989
21,121.33294,31.15577
22,121.233085,31.103537
23,121.542976,31.29103
24,121.360919,31.137544000000002
25,121.3947,31.09517
26,121.424673,31.207065999999998
27,121.39091499999999,31.024778
28,121.59768999999999,31.26795
29,121.362099,31.173481
30,121.47527,31.219
31,121.420998,31.242205
32,121.40237900000001,31.104373
33,121.240109,31.343597999999997
34,121.45976999999999,31.234118
35,121.49686499999999,31.213184000000002
36,121.42483,31.15666
37,121.65608999999999,31.21837
38,121.47713999999999,31.327790000000004
39,121.49206000000001,31.198159999999998
40,121.568802,31.228690999999998
41,121.35383,31.285359999999997
42,121.31698600000001,31.246626000000003
43,121.462029,31.284703999999998
44,121.467506,31.204117
45,121.30062,31.144790000000004
46,121.568802,31.228690999999998
47,121.55233999999999,31.1785
48,121.46716299999999,31.225725
49,121.86771,30.97655
50,121.22703999999999,31.373490000000004
51,121.428591,31.246118
52,121.425766,31.371160999999997
53,121.54353300000001,31.207566999999997
54,121.51328899999999,31.153319
55,121.42735,31.29085
56,121.475899,31.257277000000002
57,121.36101000000001,31.139459999999996
58,121.53045700000001,31.175086999999998
59,121.37377,31.18035
60,121.66528000000001,31.205479999999998
61,121.41426100000001,31.021281
62,121.1564,31.29059
63,121.45976999999999,31.234118
64,121.4571,31.332290999999998
65,121.51433600000001,31.221663
66,121.568428,31.252674
67,121.387997,31.122387
68,121.25208,31.33298
69,121.37286,31.349120000000003
70,121.471001,31.289045
71,121.3613,31.15196
72,121.61289,31.2099
73,121.356125,31.352010999999997
74,121.319725,31.130814
75,121.516907,31.155268
76,121.43213700000001,31.232391999999997
77,121.36343799999999,31.135997999999997
78,121.506024,31.250326
79,121.41115,31.4263
80,121.39648000000001,31.257482
81,121.51266899999999,31.136729
82,121.38082,31.1463
83,121.42706299999999,31.161665000000003
84,121.4247,31.176270000000002
85,121.54833,31.20218
86,121.25421599999999,31.327015999999997
87,121.38133799999999,31.160290000000003
88,121.18059,31.03711
89,121.46887,31.23413
90,121.3852,31.06812
91,121.49086399999999,30.956789
92,121.25208,31.33298
93,121.57779099999999,31.257831
94,121.544724,30.823166999999998
95,121.56398,31.1362
96,121.30072,31.312433000000002
97,121.55672,31.224690000000002
98,121.4008,31.10805
99,121.51266899999999,31.136729
100,121.51425900000001,31.160840999999998
101,121.67013,31.191
102,121.53301200000001,31.193981
103,121.42929,31.349773
104,121.55421100000001,31.227334999999997
105,116.35301000000001,39.95909
106,121.48877,31.25757
107,121.51634299999999,31.146937
108,121.47717,31.209809999999997
109,121.55298,31.22424
110,121.35521000000001,31.174136999999998
111,121.52726100000001,31.269525
112,121.499039,31.220329
113,121.44714099999999,31.283319
114,121.394699,31.136295
115,121.257896,31.326614000000003
116,121.22976200000001,31.055749
117,121.34938000000001,31.091927000000002
118,121.520728,31.187575
119,121.46961,30.912059999999997
120,121.51238300000001,31.212560999999997
121,121.5071,31.22702
122,121.46716299999999,31.225725
123,121.167404,31.288237
124,121.540977,31.232815000000002
125,121.30072,31.312433000000002
126,121.537925,31.049284000000004
127,121.47494499999999,31.204621999999997
128,121.41155400000001,31.353938
129,121.45201999999999,31.288590999999997
130,121.49206000000001,31.198159999999998
131,121.50138899999999,31.218878000000004
132,121.419403,31.23085
133,121.491386,31.279951
134,121.49369399999999,31.300051
135,121.568802,31.228690999999998
136,121.32252,31.287940000000003
137,121.38515500000001,31.190695
138,121.40235,31.272859999999998
139,121.498428,31.212101
140,121.40945,31.211540000000003
141,121.55859,31.20617
142,121.49206000000001,31.198159999999998
143,121.377922,31.164244
144,121.53112,31.14207
145,121.42216,31.084659999999996
146,121.425623,31.132776
147,121.76403,31.033959999999997
148,121.48723000000001,31.390340000000002
149,121.402809,31.077848
150,121.43471000000001,31.235290000000003
151,121.4281,31.19068
152,121.46311999999999,31.202709999999996
153,121.53119,31.20024
154,121.46785,31.195164000000002
155,121.23317,31.058609000000004
156,121.52573000000001,31.19193
157,121.561226,31.245634000000003
158,121.53018,31.257890000000003
159,121.55545,31.254620000000003
160,121.41643,31.030542999999998
161,121.402527,31.18693
162,121.45810700000001,31.179078999999998
163,121.41123999999999,31.28649
164,121.38133799999999,31.160290000000003
165,121.40373999999998,31.269457
166,121.46163899999999,31.204739
167,121.310699,31.177818
168,121.477448,31.199271999999997
169,121.41633999999999,31.28564
170,121.4031,31.1341
171,121.56952700000001,31.259539
172,121.36196100000001,31.208214
173,121.460553,31.210259999999998
174,121.49254599999999,31.308859
175,121.43106,31.11386
176,121.66273999999999,31.275959999999998
177,121.385097,31.208685
178,121.69171100000001,31.189184
179,121.534701,31.150383
180,121.424225,31.331455
181,121.31642,31.0611
182,121.38753500000001,31.099026000000002
183,121.572769,31.126862
184,121.38616999999999,31.32065
185,121.435043,31.212566
186,121.44696,31.24602
187,121.36991,31.236179999999997
188,121.410843,31.186221999999997
189,121.310699,31.177818
190,121.51941000000001,31.145020000000002
191,121.54650900000001,31.239687
192,121.51941000000001,31.145020000000002
193,121.51258200000001,31.141446999999996
194,121.54458600000001,31.143172999999997
195,121.53112,31.14207
196,121.356125,31.352010999999997
197,121.509697,31.227127000000003
198,121.39013700000001,31.206219
199,121.577003,31.237322
200,121.39915,31.198059999999998
201,121.438076,31.206981
202,121.43105,31.25664
203,121.445351,31.188969
204,121.43035400000001,31.161119
205,121.41993000000001,31.207040000000003
206,121.37621999999999,31.21165
