,houseloc,houseage,housesize,unitprice,north_latitude,east_longitude,distance
137,文怡花园 ,2.70805020110221,4.533674184283021,10.198132825539048,31.267319,121.435493,1.4078207055026497
138,汇秀景苑三街坊 ,1.791759469228055,4.354526960971297,10.198170064632654,31.040098,121.5407,2.9269547906369207
139,毕加索小镇(一期)(公寓) ,2.1972245773362196,5.220355825078324,10.202591644652882,31.22424,121.55298,1.560683102420254
140,同润玫瑰芳苑 ,1.9459101490553132,4.487062097507763,10.203925422776587,31.272083,121.446991,1.4463347743700294
141,昆阳小区 ,3.258096538021482,4.041646773221651,10.205664071138361,31.241606,121.462153,0.18282361812211373
142,新乐雅苑 ,2.6390573296152584,4.463952184072554,10.205996659231078,30.99299,121.43663,3.1281773623938394
143,泰晤士小镇(公寓) ,2.4849066497880004,4.981961433511648,10.207289006867793,31.206785,121.529694,1.4030189176611587
144,都汇华庭 ,2.6390573296152584,4.02535169073515,10.208874465231354,31.318913,121.491974,2.1549032635770238
145,惠益新苑 ,1.6094379124341003,4.06336975792267,10.209574216664013,31.132147,121.577675,2.417798499450648
146,茸城路2号 ,3.5553480614894135,4.559963593150012,10.211082540319786,30.91072,121.44947,3.4233896482139485
147,天居玲珑湾(公寓) ,1.791759469228055,4.415340513703815,10.211119300295529,31.18087,121.63204,2.338996764456052
148,迎春公寓 ,2.9444389791664403,4.782144136455451,10.212037860792206,31.25133,121.44827,0.8726088477853996
149,紫薇茗庭 ,1.6094379124341003,4.207226719278773,10.2126252970172,31.350626,121.40421299999998,2.499146607806804
150,新凯城尚樱苑 ,1.6094379124341003,4.306090068583941,10.217458523810828,31.161690000000004,121.488243,1.8930655367770282
151,浦江瑞和城 ,1.791759469228055,4.31748811353631,10.220740563078143,31.242517,121.466811,0.19499326089266744
152,蓝天苑 ,2.6390573296152584,4.57913417143725,10.221832186794726,31.282919,121.51944,1.7594939238540093
153,崧泽华城佳福雅苑 ,1.6094379124341003,4.359013860364809,10.221977646629885,31.257890000000003,121.53018,1.4705157644401325
154,新凯城银杏苑 ,1.9459101490553132,4.285102653392156,10.223576309906816,31.116901,121.490799,2.3907825462291767
155,西油墩港路177弄 ,1.6094379124341003,4.243339114899988,10.22451977466945,31.257841,121.395668,1.6113351624686538
156,九华新园 ,2.5649493574615367,4.671613142536805,10.225715968740493,31.09517,121.3947,2.6127684181946105
